"id","exposure","gruppo","code",,"Our approximation",
4591,"L5","Grenadiers","6.37.238.95.1705",,,
3678,"L5","Groats","10.22.188.539.792",,"A.01.03.003.002","Buckwheat groats"
3220,"L5","Ground cherries (physalis etc.)","20.52.359.236.334",,"A.05.04.029","Physalis (Physalis peruviana)"
4193,"L5","Groupers","6.37.238.705.1307",,,
4888,"L5","Guavas","8.51.253.1182.2002",,"A.05.06.020","Guava (Psidium guajava)"
4847,"L5","Guavas and similar-","8.51.253.1182.1961",,"A.05.06.020","Guava (Psidium guajava)"
3995,"L5","Guinea-fowl fresh meat","13.64.48.13.1109",,"A.06.02.006","Guinea fowl meat (Numida meleagris)"
3028,"L5","Haddock","6.37.238.95.142",,"I.07.01.017.004","Haddock (Melanogrammus aeglefinus)"
4647,"L5","Hairtails, scabbardfishes (generic)","6.37.238.462.1761",,,
3542,"L5","Hakes","6.37.238.95.656",,"A.07.01.018","Hake (Merluccius)"
3543,"L5","Halibut","6.37.238.98.657",,"A.07.01.020","Halibut (Hippoglossus spp.)"
4932,"L5","Halloumi","14.23.57.67.2046",,"A.08.08.069","Cheese, Feta"
2983,"L5","Hamburger with bread","4.31.340.63.97",,"I.19.01.001.011","Hamburger"
3139,"L5","Hard candies","19.27.67.181.253",,"A.10.04.001","Candies, with sugar"
3526,"L5","Hardened egg products","5.79.189.450.640",,"A.19.08.006","Fried eggs"
2922,"L5","Hare fresh meat","13.64.232.29.36",,"A.06.03.006","Hare meat (Lepus europaeus)"
3348,"L5","Hazelnuts","11.74.397.336.462",,"A.04.03.007","Hazelnuts (Corylus avellana)"
3503,"L5","Head cabbages","20.59.190.253.617",,"A.02.04.004","Head cabbage (Brassica oleracea convar. capitata)"
3939,"L5","Head cabbages and similar-","20.59.190.253.1053",,"A.02.04.004","Head cabbage (Brassica oleracea convar. capitata)"
3265,"L5","Head lettuces","20.59.216.266.379",,"A.02.05.002","Lettuce, excluding Iceberg-type lettuce (Lactuca sativa)"
4707,"L5","Hedgehog mushrooms","20.53.179.244.1821",,"A.02.15.001","Cultivated mushroom (syn. Button mushroom) (Agaricus bisporus)"
4533,"L5","Hemp seeds","11.74.268.1010.1647",,"A.02.15.001","Cultivated mushroom (syn. Button mushroom) (Agaricus bisporus)"
4084,"L5","Hen egg mixed whole","5.104.218.760.1198",,"A.09.01.001","Whole egg, chicken"
4691,"L5","Hen egg mixed whole, dried","5.79.134.1089.1805",,"A.09.02.001","Dried egg, whole"
3019,"L5","Hen egg white","5.104.218.89.133",,"A.09.01.003","Egg white, chicken"
4792,"L5","Hen egg white, dried","5.79.134.1148.1906",,"A.09.02.003","Dried egg white"
3020,"L5","Hen egg yolk","5.104.218.90.134",,"A.09.01.002","Egg yolk, chicken"
4835,"L5","Hen egg yolk, dried","5.79.134.1173.1949",,"A.09.02.002","Dried egg yolk"
3021,"L5","Hen eggs","5.104.429.91.135",,"A.09.01.001","Whole egg, chicken"
2927,"L5","Herbal and other non-tea infusions","3.55.191.34.41",,"A.13.02.004","Herbal tea, infusion"
4237,"L5","Herbal formulations and plant extracts","16.46.256.831.1351",,"A.13.02.004","Herbal tea, infusion"
4659,"L5","Herbal infusion extracts (powder)","3.57.192.1068.1773",,"A.13.02.004","Herbal tea, infusion"
4833,"L5","Herbal infusion materials (generic)","3.57.193.1172.1947",,"A.13.02.004","Herbal tea, infusion"
3720,"L5","Herbal infusion materials from leaves and herbs","3.57.194.560.834",,"A.13.02.004","Herbal tea, infusion"
4602,"L5","Herbal infusions (beverages) specific for infants and young children, liquid","7.75.195.1043.1716",,"A.13.02.004","Herbal tea, infusion"
4660,"L5","Herbal infusions specific for infants and young children, dry","7.75.196.1069.1774",,"A.13.02.004","Herbal tea, infusion"
4844,"L5","Herbs and edible flowers","20.54.197.1180.1958",,"I.16.01.018","Herbs, dried"
3073,"L5","Herbs, vegetables and oil sauces","17.26.343.129.187",,"I.16.01.018","Herbs, dried"
3074,"L5","Herbs/spices sauces","17.26.343.129.188",,"I.16.01.018","Herbs, dried"
3547,"L5","Herrings","6.37.238.99.661",,"A.07.01.001","Herring (Clupea)"
4009,"L5","Hijiki","20.2.59.731.1123",,,
3082,"L5","Hollandaise type sauce","17.26.343.133.196",,"I.16.08.005.002","Sauce hollandaise"
4445,"L5","Home-preparation aids","12.71.198.954.1559",,,
3170,"L5","Honey","19.100.199.195.284",,"A.10.07.003","Honey, blended"
3888,"L5","Honey mushroom","20.53.179.244.1002",,"A.02.16.002","Honey mushroom (Armillaria mellea)"
4685,"L5","Horns of plenty","20.53.179.244.1799",,,
3384,"L5","Horse fresh meat","13.64.232.365.498",,"A.06.01.006","Horse, asses, mules or hinnies meat (Equus spp.)"
4583,"L5","Horse meat, dried","13.11.234.1035.1697",,"A.06.01.006","Horse, asses, mules or hinnies meat (Equus spp.)"
3915,"L5","Horseradish roots","20.85.200.683.1029",,"A.02.01.005","Horseradish (Armoracia rusticana)"
4460,"L5","Hot chocolate with added ingredients","3.55.97.965.1574",,"A.13.05.001","Hot chocolate"
2985,"L5","Hot dog with bread","4.31.340.63.99",,"I.19.01.001.013","Hot dog"
4676,"L5","Hot drinks and infusions composite ingredients","3.57.201.1082.1790",,"A.13.05.001","Hot chocolate"
4462,"L5","Hot drinks and similar (coffee, cocoa, tea and herbal infusions)","3.55.202.966.1576",,"A.13.05.001","Hot chocolate"
3726,"L5","Hummus","4.31.126.565.840",,"A.04.02.005","Chick pea (Cicer arietinum)"
3044,"L5","Ice cream, milk-based","14.29.119.104.158",,"I.20.02.001.007","Ice cream, milk-based, without cornet and coat, unflavoured"
4325,"L5","Ice cream, milk-imitate based","14.29.119.879.1439",,"I.20.02.002.003","Ice cream, milk-imitate based, without cornet and coat"
3330,"L5","Ice from tap water","21.32.400.323.444",,,
4378,"L5","Imitation cheese","16.66.120.124.1492",,"A.08.09.007","Soya cheese"
4403,"L5","Imitation yoghurt, non soy","16.66.120.124.1517",,"A.08.09.004","Oats drink"
4799,"L5","Indian mustards","20.59.208.256.1913",,"A.04.04.007","Mustard seed (Brassica nigra)"
3672,"L5","Indian rice grain","10.22.82.261.786",,"A.01.02.009.007","Rice, wild"
4548,"L5","Indian spice mixes and similar (other than curry powder)","17.89.346.1018.1662",,"I.16.03.003.002","Mixed spices, Chinese five spice"
4852,"L5","Insects","6.3.394.1185.1966",,,
3439,"L5","Instant coffee (beverage)","3.55.100.395.553",,"A.13.03.007","Instant coffee, liquid"
3455,"L5","Instant coffee powder","3.57.103.409.569",,"A.02.12.006","Instant coffee, powder"
3457,"L5","Instant coffee powder, decaffeinated","3.57.103.409.571",,"A.02.12.007","Instant coffee, powder, decaffeinated"
4492,"L5","Iron","15.24.204.984.1606",,,
4133,"L5","Ironwort infusion leaves","3.57.194.785.1247",,"A.13.02.004","Herbal tea, infusion"
4536,"L5","Isolated proteins and other protein products","12.58.205.1013.1650",,"A.18.02.005","Protein and amino acids supplements"
3336,"L5","Isotonic and sport drinks","21.109.178.326.450",,"I.13.06","Energy drink"
4754,"L5","Italian corn salads","20.59.216.264.1868",,"A.19.11.002","Prepared mixed vegetable salad"
4585,"L5","Italian-style sausage","13.86.160.1036.1699",,"A.06.09.006.001","Italian-type salami"
4038,"L5","Jack mackerel","6.37.238.100.1152",,"A.07.01.013","Mackeral (Scomber)"
3145,"L5","Jam of fruit / vegetables","8.80.165.186.259",,"A.05.08.001.001","Jam, Strawberries (Fragaria × ananassa)"
4095,"L5","Jam, apricots","8.80.165.186.1209",,"A.05.08.001.011","Jam, Apricots (Prunus armeniaca)"
4198,"L5","Jam, blackberries","8.80.165.186.1312",,"A.05.08.001.003","Jam, Blackberries (Rubus fruticosus)"
4096,"L5","Jam, blueberries","8.80.165.186.1210",,"A.05.08.001.009","Jam, Blueberries (Vaccinium corymbosum)"
3976,"L5","Jam, cranberries","8.80.165.186.1090",,"A.05.08.001.008","Jam, Cranberries (Vaccinium macrocarpon)"
4523,"L5","Jam, currants (black)","8.80.165.186.1637",,"A.05.08.001.005","Jam, Currants (black) (Ribes nigrum)"
4199,"L5","Jam, currants (red)","8.80.165.186.1313",,"A.05.08.001.004","Jam, Currants (red) (Ribes rubrum)"
4524,"L5","Jam, gooseberries","8.80.165.186.1638",,"A.05.08.001.007","Jam, Gooseberries (Ribes uva-crispa)"
4902,"L5","Jam, lingonberry","8.80.165.186.2016",,"A.05.08.001.006","Jam, Lingonberry (Vaccinium vitis-idaea)"
4654,"L5","Jam, mandarins","8.80.165.186.1768",,"A.05.08.001.017","Jam, Mandarins (Citrus reticulata)"
4279,"L5","Jam, oranges","8.80.165.186.1393",,"A.05.08.001.016","Jam, Oranges (Citrus sinensis)"
4097,"L5","Jam, peaches","8.80.165.186.1211",,"A.05.08.001.013","Jam, Peaches (Prunus persica)"
4200,"L5","Jam, plums","8.80.165.186.1314",,"A.05.08.001.012","Jam, Plums (Prunus domestica)"
4201,"L5","Jam, raspberries","8.80.165.186.1315",,"A.05.08.001.002","Jam, Raspberries (Rubus idaeus)"
4303,"L5","Jam, rose hips","8.80.165.186.1417",,"A.05.08.001.010","Jam, Rose hips (Rosa canina)"
4202,"L5","Jam, sour cherry","8.80.165.186.1316",,"A.05.08.001.015","Jam, Sour cherry (Prunus cerasus)"
4098,"L5","Jam, strawberries","8.80.165.186.1212",,"A.05.08.001.001","Jam, Strawberries (Fragaria × ananassa)"
4203,"L5","Jam, sweet cherry","8.80.165.186.1317",,"A.05.08.001.014","Jam, Sweet cherry (Prunus avium)"
4263,"L5","Jerusalem artichokes","20.85.206.844.1377",,"A.03.02.005","Jerusalem artichokes tubers (Helianthus tuberosus)"
4557,"L5","Jew's ears","20.53.179.243.1671",,"A.02.15.001","Cultivated mushroom (syn. Button mushroom) (Agaricus bisporus)"
4526,"L5","Juice concentrate, black currant","9.25.174.892.1640",,"A.12.02.005","Juice concentrate, Currants (black)"
4341,"L5","Juice concentrate, blueberry","9.25.174.892.1455",,"A.12.02.008","Juice concentrate, Blueberries"
4472,"L5","Juice concentrate, cranberry","9.25.174.892.1586",,"A.12.02.002","Juice concentrate, Raspberries"
4473,"L5","Juice concentrate, orange","9.25.174.892.1587",,"A.12.02.013","Juice concentrate, Oranges"
4657,"L5","Juice, apple-carrot","9.48.258.1066.1771",,"I.12.08.002.001","Juice, Carrot-Apple -Orange"
3624,"L5","Juice, black currant","9.48.169.505.738",,"A.12.01.016","Juice, Blackcurrant"
4655,"L5","Juice, cassis","9.48.169.505.1769",,"A.12.01.016","Juice, Blackcurrant"
3811,"L5","Juice, citrus","9.48.169.628.925",,"I.12.04.012","Juice, Mixed citrus fruit"
4342,"L5","Juice, mango","9.48.169.893.1456",,"A.12.03.001","Nectar, Mango"
3180,"L5","Juice, mixed fruit","9.48.169.203.294",,"I.12.04.011","Juice, Tropical"
3816,"L5","Juice, multi-fruit-carrot","9.48.258.630.930",,"I.12.08.002.001","Juice, Carrot-Apple -Orange"
4209,"L5","Juice, multi-vegetable","9.48.407.632.1323",,"A.12.07.001","Juice, Tomato-Vegetable"
4606,"L5","Juice, peach-apricot","9.48.169.203.1720",,"I.12.04.011","Juice, Tropical"
3627,"L5","Juice, red currant","9.48.169.508.741",,"A.12.01.018","Juice, Redcurrant"
4102,"L5","Juice, strawberry-cherry","9.48.169.203.1216",,"I.12.01.024","Juice, Strawberry"
3819,"L5","Juice, tomato-leafy vegetables","9.48.407.632.933",,"A.12.07.001","Juice, Tomato-Vegetable"
4613,"L5","Juniper berry","11.92.172.1047.1727",,"A.16.02.024","Juniper berries (Juniperus communis)"
4558,"L5","Kaffir lime leaves","20.54.32.916.1672",,,
3585,"L5","Kaki","8.51.252.485.699",,"A.05.06.006","Persimmon (Sharon fruit) (Diospyros kaki)"
4563,"L5","Kaki and similar-","8.51.252.485.1677",,"A.05.06.007","Persimmon (Sharon fruit) (Diospyros kaki)"
4636,"L5","Kales and similar-","20.59.208.258.1750",,"A.02.04.006","Kale (Brassica oleracea convar. Acephalea)"
3998,"L5","Kangaroo fresh meat","13.64.232.724.1112",,,
4922,"L5","Khorasan wheat grain","10.22.82.537.2036",,"A.01.02.001","Wheat grain"
3121,"L5","Kiwi fruits (green, red, yellow)","8.51.254.163.235",,"A.05.06.008","Kiwi (Actinidia deliciosa syn. A. chinensis)"
2969,"L5","Knackwurst-type sausage","13.86.295.56.83",,"A.06.09.004.006","Knackwurst, sausage"
3322,"L5","Kohlrabies","20.99.207.315.436",,"A.02.04.007","Kohlrabi (Brassica oleracea convar. acephala, var. gongylodes)"
3500,"L5","Kombu","20.2.59.433.614",,"A.02.09.001.001","Kombu (Laminaria spp.)"
3562,"L5","Kumquats","8.51.252.466.676",,"A.05.06.004","Kumquats (Fortunella species)"
4652,"L5","Kumquats and similar-","8.51.252.466.1766",,"A.05.06.004","Kumquats (Fortunella species)"
4066,"L5","Lager beer","1.16.42.11.1180",,"A.14.01.002","Beer, regular"
2930,"L5","Lamb fresh meat","13.64.232.36.44",,"A.06.01.004","Mutton / lamb meat (Ovis aries)"
3261,"L5","Lamb's lettuces","20.59.216.264.375",,"A.02.05.001","Lamb's lettuce (Valerianella locusta)"
4221,"L5","Laminated doughs","10.76.313.795.1335",,"A.01.04.001.001","Wheat bread, white"
3940,"L5","Land cresses","20.59.216.701.1054",,"A.02.05.006","Land cress (Barbarea verna)"
4385,"L5","Laurel","20.54.32.916.1499",,"A.16.01.010","Bay leaves (laurel) (Laurus nobilis)"
4011,"L5","Laver","20.2.322.733.1125",,"A.02.09.001.002","Laver (Porphyra spp.)"
3257,"L5","Leafy vegetables","20.59.209.260.371",,"A.02.05.010","Spinach (fresh) (Spinacia oleracea)"
3198,"L5","Leavened bread and similar","10.18.210.219.312",,"A.01.04.001.001","Wheat bread, white"
4190,"L5","Leaves used for infusions or hot drinks","3.57.402.812.1304",,"A.13.02.004","Herbal tea, infusion"
3324,"L5","Leeks","20.99.211.317.438",,"A.02.07.006","Leek (Allium porrum)"
4637,"L5","Leeks and similar-","20.99.211.1059.1751",,"A.02.07.006","Leek (Allium porrum)"
4180,"L5","Legumes based dishes","4.31.126.565.1294",,"I.19.04.001.003","Legume with sausage"
3909,"L5","Legumes with pod","20.61.213.677.1023",,"A.02.06.001","Beans, with pods (Phaseolus vulgaris)"
3891,"L5","Lemon balm","20.54.32.246.1005",,,
4368,"L5","Lemon flavour","12.44.147.905.1482",,,
4185,"L5","Lemon verbena infusion","3.55.191.810.1299",,"A.13.02.004","Herbal tea, infusion"
4248,"L5","Lemon verbena infusion leaves","3.57.194.785.1362",,"A.13.02.004","Herbal tea, infusion"
4559,"L5","Lemongrass","20.54.32.670.1673",,,
3580,"L5","Lemons","8.51.94.480.694",,"A.05.01.003","Lemons (Citrus limon)"
4919,"L5","Lemons and similar-","8.51.94.480.2033",,"A.05.01.003","Lemons (Citrus limon)"
4827,"L5","Lentil (young pods)","20.61.215.1169.1941",,"I.02.05.023","Bean sprout"
4929,"L5","Lentil sprouts","20.94.214.1214.2043",,"I.02.05.023","Bean sprout"
3343,"L5","Lentils (dry)","11.60.307.331.457",,"I.04.02.023","Lentils (dry), soaked/boiled/canned"
4663,"L5","Lentils (dry) and similar-","11.60.307.331.1777",,"I.04.02.024","Lentils (dry), soaked/boiled/canned"
3337,"L5","Lentils (without pods)","11.60.212.327.451",,"A.04.02.002","Lentils (Lens culinaris syn. L. esculenta)"
4926,"L5","Lentils and similar-","20.61.215.1211.2040",,"A.04.02.003","Lentils (Lens culinaris syn. L. esculenta)"
3505,"L5","Lettuces (generic)","20.59.216.266.619",,"A.02.05.002","Lettuce, excluding Iceberg-type lettuce (Lactuca sativa)"
4800,"L5","Lettuces and salad plants","20.59.216.1154.1914",,"A.02.05.002","Lettuce, excluding Iceberg-type lettuce (Lactuca sativa)"
4256,"L5","Lettuces and similar-","20.59.216.266.1370",,"A.02.05.002","Lettuce, excluding Iceberg-type lettuce (Lactuca sativa)"
4052,"L5","Lima beans (dry)","11.60.307.330.1166",,"A.04.02.008","Lima bean (Phaseolus lunatis)"
4259,"L5","Lima beans (with pods)","20.61.41.269.1373",,"A.02.06.001","Beans, with pods (Phaseolus vulgaris)"
4391,"L5","Lime blossoms infusion","3.55.191.918.1505",,"A.13.02.004","Herbal tea, infusion"
4884,"L5","Lime infusion flowers","3.57.152.1197.1998",,"A.13.02.005","Herbal tea, infusion"
4249,"L5","Lime infusion leaves","3.57.194.785.1363",,"A.13.02.006","Herbal tea, infusion"
3581,"L5","Limes","8.51.94.481.695",,"A.05.01.004","Limes (Citrus aurantifolia)"
4417,"L5","Ling","6.37.238.95.1531",,,
4409,"L5","Lingonberries and similar","8.51.46.476.1523",,"A.05.04.026","Lingonberry (Vaccinium vitis-idaea)"
3724,"L5","Linseeds","11.74.268.563.838",,"A.04.04.001","Linseed (Linum usitatissimum)"
3385,"L5","Liqueurs","1.105.217.366.499",,"I.14.05.001.001","Liquor orange"
3946,"L5","Liquid drink bases (including concentrates and home-made preparations)","21.17.132.704.1060",,"I.14.05.001.002","Liquor orange"
4582,"L5","Liquorice extract","12.44.136.1034.1696",,,
4789,"L5","Liquorice roots","11.92.327.1145.1903",,,
3123,"L5","Litchis","8.51.254.165.237",,"A.05.06.009","Lychee (Litchi) (Litchi chinensis)"
3393,"L5","Liver based spreadable-textured specialities","13.68.221.369.507",,"A.06.10.005","Liver cheese or liver loaf"
2934,"L5","Liver cheese","13.68.221.40.48",,"A.06.10.005","Liver cheese or liver loaf"
2986,"L5","Liver-type sausage","13.86.295.64.100",,"I.06.09.003.006","Liver sausage, Beef"
4033,"L5","Lobster, european","6.28.222.455.1147",,"A.07.04.002","Lobster (Homarus vulgaris)"
3765,"L5","Lobster, norway","6.28.222.455.879",,"A.07.04.002","Lobster (Homarus vulgaris)"
3532,"L5","Lobsters","6.28.222.455.646",,"A.07.04.002","Lobster (Homarus vulgaris)"
4277,"L5","Longans","8.51.254.165.1391",,"A.05.06.034","Longan fruit (Dimocarpus longan)"
4092,"L5","Loquats","8.51.287.763.1206",,"A.05.02.005","Loquat (Eriobotrya japonica)"
4233,"L5","Loukoumi","19.27.383.827.1347",,"I.10.04.018.002","Loukoumi, plain"
4275,"L5","Lumpfish roe","6.39.145.850.1389",,,
3994,"L5","Luncheon spiced ham-type tinned meat","13.21.223.723.1108",,"A.06.08.014","Luncheon meat"
4680,"L5","Lupins (dry)","11.60.307.1084.1794",,"I.04.02.022","Beans (dry), soaked/boiled/canned"
3349,"L5","Macadamias","11.74.397.337.463",,"A.04.03.008","Macadamia (Macadamia ternifolia)"
4252,"L5","Macaroon mass","19.27.40.838.1366",,"A.10.01.006","Sugar, icing"
4478,"L5","Mace aril","11.92.31.972.1592",,"A.16.02.025","Mace (Myristica fragrans)"
3038,"L5","Mackerel","6.37.238.100.152",,"A.07.01.013","Mackeral (Scomber)"
3400,"L5","Madeira","1.111.123.373.514",,"I.14.05.001.003","Other fruits liquors"
4493,"L5","Magnesium","15.24.224.985.1607",,,
3671,"L5","Maize and similar-","10.22.82.535.785",,"A.01.02.003","Corn grain"
3246,"L5","Maize flour","10.22.78.252.360",,"A.01.03.004.001","Corn flour"
4049,"L5","Maize grain","10.22.82.535.1163",,"A.01.02.003","Corn grain"
4530,"L5","Maize meal","10.22.78.252.1644",,"A.01.03.004.001","Corn flour"
2902,"L5","Maize oil, edible","2.5.406.16.16",,"A.11.04.003","Corn oil"
3842,"L5","Maize semolina","10.22.351.646.956",,"A.01.03.004.002","Corn semolina"
3761,"L5","Maize starch","12.95.225.594.875",,"A.01.03.004.003","Corn starch"
4858,"L5","Maize, milled","10.22.78.252.1972",,"A.01.03.004.001","Corn flour"
4770,"L5","Mallard fresh meat","13.64.48.1129.1884",,"A.06.04.003","Mallard (Anas platyrhynchos)"
3442,"L5","Malt coffee infusion","3.55.101.398.556",,"I.14.01.007","Malt drink"
3451,"L5","Malt coffee ingredient","3.57.102.407.565",,"A.02.13.001","Malt coffee"
4226,"L5","Maltodextrin","12.63.226.825.1340",,,
2908,"L5","Mammals and birds meat","13.64.227.18.22",,"A.06.01.003","Pork / piglet meat (Sus scrofa)"
3769,"L5","Mammals edible offal, non-muscle, other than liver and kidney","13.7.228.601.883",,"A.06.06.003","Pork liver"
4438,"L5","Mammals kidney","13.9.230.947.1552",,"A.06.06.011","Pork kidney"
4671,"L5","Mammals liver","13.10.231.1078.1785",,"A.06.06.003","Pork liver"
2924,"L5","Mammals meat","13.64.232.31.38",,"A.06.01.003","Pork / piglet meat (Sus scrofa)"
4673,"L5","Mammals or birds dried meat","13.11.234.1080.1787",,"A.06.08.004","Pork, dried"
3785,"L5","Mammals other slaughtering products","13.13.235.614.899",,"A.06.01.003","Pork / piglet meat (Sus scrofa)"
3104,"L5","Mandarins","8.51.94.149.218",,"A.05.01.005","Mandarins (Citrus reticulata)"
4420,"L5","Mandarins and similar-","8.51.94.149.1534",,"A.05.01.005","Mandarins (Citrus reticulata)"
3117,"L5","Mangoes","8.51.253.159.231",,"A.05.06.016","Mangoes (Mangifera indica)"
3135,"L5","Maples (trunk sap)","18.102.372.177.249",,"A.10.06.002","Maple syrup"
2920,"L5","Margarines and similar","2.34.236.27.34",,"A.11.06.001","Margarine, normal fat"
3045,"L5","Marinated / pickled fish","6.38.301.105.159",,"A.07.01.001","Herring (Clupea)"
3564,"L5","Marinated / pickled seafood","6.38.302.468.678",,"A.07.01.001","Herring (Clupea)"
2932,"L5","Marinated meat","13.65.237.38.46",,"A.06.01.003","Pork / piglet meat (Sus scrofa)"
3784,"L5","Marine fish","6.37.238.613.898",,"I.07.01.017.001","Cod (Gadus morhua)"
3751,"L5","Marjoram, dry","11.92.129.584.865",,"I.16.01.028","Marjoram, dried"
3808,"L5","Marmalade","8.80.165.627.922",,"A.05.08.002.003","Marmalade, Mixed fruit"
4856,"L5","Marmalade, mandarins","8.80.165.627.1970",,"A.05.08.002.001","Marmalade, Oranges (Citrus sinensis)"
4280,"L5","Marmalade, mixed citrus fruit","8.80.165.627.1394",,"A.05.08.002.001","Marmalade, Oranges (Citrus sinensis)"
4145,"L5","Marmalade, oranges","8.80.165.627.1259",,"A.05.08.002.001","Marmalade, Oranges (Citrus sinensis)"
4564,"L5","Marsala","1.111.123.373.1678",,"I.14.05.001.003","Other fruits liquors"
4773,"L5","Marzipan raw mass","19.27.40.1131.1887",,"A.10.04.003","Marzipan"
3000,"L5","Mascarpone","14.23.161.75.114",,"A.08.08.113","Cheese, Mascarpone"
3289,"L5","Mashed vegetable puree","20.82.408.283.403",,"A.02.14.008","Mashed vegetables"
4218,"L5","Mastic gum flavour","12.44.147.821.1332",,,
3445,"L5","Maté infusion","3.55.191.401.559",,"A.13.02.004","Herbal tea, infusion"
4893,"L5","Mate infusion material","3.57.194.1201.2007",,"A.13.02.004","Herbal tea, infusion"
4732,"L5","Matured charcuterie products for cooking","13.86.295.53.1846",,"A.06.08.001","Ham, pork"
3084,"L5","Mayonnaise sauce","17.26.343.133.198",,"A.16.06.005","Mayonnaise, 25 - 50% oil"
3846,"L5","Mayonnaise, hollandaise and related sauces","17.26.343.133.960",,"A.16.06.005","Mayonnaise, 25 - 50% oil"
4645,"L5","Meagre","6.37.238.705.1759",,,
3875,"L5","Meat and meat products","13.67.240.662.989",,"A.06.01.003","Pork / piglet meat (Sus scrofa)"
3011,"L5","Meat and vegetable soup","4.91.361.85.125",,"A.19.10.004","Meat/poultry soup"
2945,"L5","Meat based dishes","4.31.126.47.59",,"A.19.05.004","Meat stew"
3803,"L5","Meat based spreadable-textured specialities","13.68.241.623.917",,"I.06.11.001.002","Meat paste, Pork"
3729,"L5","Meat burger (no sandwich)","4.31.126.47.843",,"A.19.05.001","Meat burger"
3465,"L5","Meat imitates","16.66.242.414.579",,"I.19.04.002.003","Soya sausage / pattie"
2947,"L5","Meat loaf","4.31.126.47.61",,"A.06.10.001","Pork meat loaf"
4244,"L5","Meat sauce","17.26.343.835.1358",,"I.16.08.008.003","Meat sauce, with pork"
3005,"L5","Meat soup","4.91.361.80.119",,"A.19.10.004","Meat/poultry soup"
3008,"L5","Meat soup, clear","4.91.361.80.122",,"A.19.10.004","Meat/poultry soup"
4722,"L5","Meat soup, with pieces","4.91.361.80.1836",,"A.19.10.004","Meat/poultry soup"
2936,"L5","Meat specialties","13.68.243.42.50",,"A.06.08.001","Ham, pork"
3876,"L5","Meat spread","13.68.241.663.990",,"I.06.11.001.002","Meat paste, Pork"
4411,"L5","Meat terrine","4.31.126.47.1525",,"I.19.05.008","Meat croquettes"
4296,"L5","Meat/poultry soup, dry","4.91.360.861.1410",,"A.19.10.004","Meat/poultry soup"
4721,"L5","Meat-based canapé","4.31.340.59.1835",,"I.19.05.008","Meat croquettes"
4017,"L5","Medlars","8.51.287.736.1131",,"A.05.02.004","Medlar (Mespilus germanica)"
4868,"L5","Megrims","6.37.238.98.1982",,,
3211,"L5","Melons and similar-","20.52.115.230.325",,"A.02.03.009","Melons (Cucumis melo)"
3696,"L5","Meringue","10.36.405.553.810",,"I.01.07.001.075","Meringues"
4737,"L5","Meringue mixture","19.27.40.1113.1851",,"I.01.07.001.070","Meringue cake"
2959,"L5","Mettwurst-type sausage","13.86.295.55.73",,"A.06.09.002.002","Mettwurst, sausage"
4826,"L5","Mexican yam beans","18.97.398.920.1940",,"A.04.02.020","Yam bean (Pachyrrizus erosus)"
4506,"L5","Micronutrients supplement for sports people","16.45.157.998.1620",,,
3064,"L5","Milk","14.70.244.122.178",,"A.08.01.001.002","Cow milk, 3 - 4% fat (whole milk)"
4869,"L5","Milk and dairy powders and concentrates","14.69.247.1191.1983",,"A.08.03.003.001","Milk powder, whole"
3153,"L5","Milk chocolate","19.27.90.188.267",,"I.10.03.008.002","Milk chocolate, plain"
4131,"L5","Milk fat from other animals","2.5.118.784.1245",,"A.11.01.001","Butter"
3067,"L5","Milk imitates","16.66.120.125.181",,"A.08.09.004","Oats drink"
3829,"L5","Milk powder","14.69.246.399.943",,"A.08.03.003.001","Milk powder, whole"
3830,"L5","Milk powder, full fat","14.69.246.399.944",,"A.08.03.003.001","Milk powder, whole"
4841,"L5","Milk, whey and cream","14.70.249.1178.1955",,"A.08.01.001.002","Cow milk, 3 - 4% fat (whole milk)"
4085,"L5","Milkfish","6.37.124.761.1199",,,
3046,"L5","Milkshakes","14.29.119.106.160",,"A.08.02.002.003","Vanila milkshake"
4750,"L5","Millet rolled grains","10.19.56.767.1864",,"A.01.06.001.007","Millet flakes"
4119,"L5","Mineral only supplements","16.46.412.776.1233",,"A.18.02.002","Mineral supplements"
3975,"L5","Minneolas","8.51.94.149.1089",,"A.05.01.002","Oranges (Citrus sinensis)"
3715,"L5","Minor coffee imitates infusions","3.55.101.558.829",,"A.13.04","Coffee imitates beverage"
4777,"L5","Minor honey types","19.100.199.1134.1891",,"A.10.07.003","Honey, blended"
4801,"L5","Minor imitate coffee ingredients","3.57.102.1027.1915",,"A.02.13.008","Mixture of coffee imitates"
3892,"L5","Mints","20.54.32.246.1006",,"I.16.01.014","Mint"
3752,"L5","Mints, dry","11.92.129.585.866",,"I.16.01.030","Mint, dried"
3598,"L5","Mirabelles","8.51.379.175.712",,"A.05.03.004","Mirabelle (Prunus domestica var syriaca)"
4790,"L5","Miscellaneous agents for food processing","12.71.250.1146.1904",,,
4036,"L5","Miscellaneous coastal marine fishes","6.37.238.705.1150",,,
2979,"L5","Miscellaneous cooked sausages","13.86.295.61.93",,"A.06.09.005.009","Vienna Sausage"
4272,"L5","Miscellaneous demersal marine fishes","6.37.238.462.1386",,,
4768,"L5","Miscellaneous doughs","10.76.313.1128.1882",,"A.01.04.001.001","Wheat bread, white"
3582,"L5","Miscellaneous fruits (generic)","8.51.251.482.696",,"A.05.09.006.012","Canned fruit, Mixed fruit"
4803,"L5","Miscellaneous pelagic marine fishes","6.37.238.100.1917",,,
