STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,crops,Crops,strucpro,Structure of production,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DK,Denmark,2023,,10.07,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DK,Denmark,2024,,10.07,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),EE,Estonia,2017,,0.10,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),EE,Estonia,2018,,0.29,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),EE,Estonia,2019,,0.46,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),EE,Estonia,2020,,0.51,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),EE,Estonia,2021,,0.83,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),EE,Estonia,2022,,0.10,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),EE,Estonia,2023,,0.08,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),EE,Estonia,2024,,0.11,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),EL,Greece,2017,,540.32,,e,estimated,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),EL,Greece,2018,,532.31,,e,estimated,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),EL,Greece,2019,,463.20,,e,estimated,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),EL,Greece,2020,,536.48,,e,estimated,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),EL,Greece,2021,,580.85,,e,estimated,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),EL,Greece,2022,,431.79,,e,estimated,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),EL,Greece,2023,,349.33,,e,estimated,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),EL,Greece,2024,,344.16,,e,estimated,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2017,,2162.10,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2018,,2059.76,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2019,,1861.90,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2020,,1750.15,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2021,,1687.93,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2022,,1652.85,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2023,,1608.15,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2024,,1650.95,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),FI,Finland,2017,,39.39,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),FI,Finland,2018,,39.32,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),FI,Finland,2019,,40.45,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),FI,Finland,2020,,41.25,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),FI,Finland,2021,,37.59,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),FI,Finland,2022,,34.07,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),FI,Finland,2023,,30.85,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),FI,Finland,2024,,40.94,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),FR,France,2017,,593.66,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),FR,France,2018,,547.97,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),FR,France,2019,,546.26,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),FR,France,2020,,543.85,,b,break in time series,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),FR,France,2021,,567.23,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),FR,France,2022,,547.38,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),FR,France,2023,,479.23,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),FR,France,2024,,527.47,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),HR,Croatia,2017,,20.44,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),HR,Croatia,2018,,11.67,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),HR,Croatia,2019,,14.13,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),HR,Croatia,2020,,25.89,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),HR,Croatia,2021,,13.22,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),HR,Croatia,2022,,22.28,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),HR,Croatia,2023,,17.90,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),HR,Croatia,2024,,17.37,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),HU,Hungary,2018,,94.07,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),IE,Ireland,2017,,3.78,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),IE,Ireland,2018,,3.92,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),IE,Ireland,2019,,3.73,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),IE,Ireland,2020,,3.71,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),IE,Ireland,2021,,3.77,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),IE,Ireland,2022,,3.69,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),IE,Ireland,2023,,3.51,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),IE,Ireland,2024,,3.33,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),IS,Iceland,2017,,,,u,low reliability,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),IS,Iceland,2018,,0.00,,n,not significant,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),IT,Italy,2017,,537.75,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),IT,Italy,2018,,565.67,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),IT,Italy,2019,,576.00,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),IT,Italy,2020,,579.72,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),IT,Italy,2021,,1049.39,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),IT,Italy,2022,,952.32,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),IT,Italy,2023,,1028.57,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),IT,Italy,2024,,1189.03,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LT,Lithuania,2017,,11.82,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LT,Lithuania,2018,,12.19,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LT,Lithuania,2019,,11.71,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LT,Lithuania,2020,,11.63,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LT,Lithuania,2021,,13.95,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LT,Lithuania,2022,,18.55,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LT,Lithuania,2023,,8.14,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LT,Lithuania,2024,,7.65,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LU,Luxembourg,2017,,0.17,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LU,Luxembourg,2018,,0.07,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LU,Luxembourg,2019,,0.01,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LU,Luxembourg,2020,,0.07,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LU,Luxembourg,2021,,0.05,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LU,Luxembourg,2022,,0.13,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LU,Luxembourg,2023,,0.12,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LU,Luxembourg,2024,,0.21,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LV,Latvia,2017,,5.10,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LV,Latvia,2018,,5.20,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LV,Latvia,2019,,4.75,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LV,Latvia,2020,,4.50,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LV,Latvia,2021,,5.30,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LV,Latvia,2022,,4.81,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LV,Latvia,2023,,4.71,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),LV,Latvia,2024,,9.20,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ME,Montenegro,2017,,3.26,,p,provisional,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ME,Montenegro,2018,,3.27,,p,provisional,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ME,Montenegro,2019,,2.88,,p,provisional,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ME,Montenegro,2020,,2.82,,p,provisional,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ME,Montenegro,2021,,2.86,,p,provisional,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ME,Montenegro,2022,,2.04,,p,provisional,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ME,Montenegro,2023,,2.53,,p,provisional,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ME,Montenegro,2024,,3.52,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),MT,Malta,2017,,3.71,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),MT,Malta,2018,,4.36,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),MT,Malta,2019,,3.87,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),MT,Malta,2020,,3.86,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),MT,Malta,2021,,3.15,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),MT,Malta,2022,,3.15,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),MT,Malta,2023,,3.52,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),MT,Malta,2024,,3.37,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),NL,Netherlands,2017,,910.00,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),NL,Netherlands,2018,,910.00,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),NL,Netherlands,2019,,910.00,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),NL,Netherlands,2020,,910.00,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),NL,Netherlands,2021,,880.00,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),NL,Netherlands,2022,,770.00,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),NL,Netherlands,2023,,726.00,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),NL,Netherlands,2024,,828.48,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),NO,Norway,2017,,10.57,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),NO,Norway,2018,,12.80,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),NO,Norway,2019,,12.76,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),NO,Norway,2020,,14.24,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),PL,Poland,2017,,739.83,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),PL,Poland,2018,,778.89,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,V3110,Tomatoes for fresh consumption,PR_HU_EU,Harvested production in EU standard humidity (1000 t),PL,Poland,2019,,779.00,,,,,
